nc	hx	hy	theta_x	theta_y	gx	gy	BURNIN	MAX_ITER	simulation_type	simulation_method	store_arrays	mx	my	MI	file
1000	0.022499999999999992	0.022499999999999992	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4030370311998147	0.4030341695998291	0.975566470128971	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_058.pkl
1000	0.0175	0.0175	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.36923993874880034	0.3692392854438035	1.078569527229945	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_054.pkl
1000	0.03125	0.03125	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4512689076586555	0.4512707918586459	0.8484803396796483	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_065.pkl
1000	0.042499999999999996	0.042499999999999996	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.501143206489284	0.5011480138542599	0.7360703970994713	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_074.pkl
1000	-0.04625	-0.04625	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.5156499428467503	-0.5156537247767313	0.7074538660688514	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_003.pkl
1000	-0.015	-0.015	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.34956035843219807	-0.3495596851422016	1.145848910562897	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_028.pkl
1000	-0.02125	-0.02125	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.39519969190900156	-0.39519662848401677	0.9987214488731642	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_023.pkl
1000	0.041249999999999995	0.041249999999999995	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.49609741550951275	0.49609209859953945	0.7464373842915872	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_073.pkl
1000	-0.006249999999999999	-0.006249999999999999	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.25000964651995194	-0.2500076908049616	1.5819327308254554	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_035.pkl
1000	0.0024999999999999953	0.0024999999999999953	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.15191211169043936	0.15191244809543786	2.150731379910386	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_042.pkl
1000	-0.036250000000000004	-0.036250000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4747558231462208	-0.47475375515623114	0.7932603568150061	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_011.pkl
1000	-0.03875000000000001	-0.03875000000000001	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.485614600041927	-0.48561250621193747	0.7690620418409484	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_009.pkl
1000	0.04375	0.04375	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.506087774664561	0.5060881210745595	0.7262092957640718	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_075.pkl
1000	0.021250000000000005	0.021250000000000005	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3951116863144414	0.39511435948442797	0.999054354448706	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_057.pkl
1000	0.01625	0.01625	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.35964721745176415	0.35964451446177714	1.111747793353075	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_053.pkl
