mean_X	mean_Y	mean_hx	mean_hy	mean_theta_x	mean_theta_y	corr	MI	mean_E	mean_mx	mean_my	std_mx	std_my	H	T
578.184848	578.157734	0.050000	0.050000	0.000000	0.000000	0.778448	0.600527	-0.038520	0.525554	0.525482	0.051277	0.051899	0.100000	0.000000
578.052144	578.280311	0.050000	0.050000	0.000000	0.000000	0.776336	0.591393	-0.038504	0.525204	0.525806	0.051822	0.051746	0.100000	0.000000
578.051560	578.065973	0.050000	0.050000	0.000000	0.000000	0.775864	0.592897	-0.038521	0.525202	0.525240	0.051415	0.051420	0.100000	0.000000
578.045889	578.172485	0.050000	0.050000	0.000000	0.000000	0.781381	0.603093	-0.038535	0.525187	0.525521	0.051049	0.051783	0.100000	0.000000
578.213675	577.997790	0.050000	0.050000	0.000000	0.000000	0.783443	0.599184	-0.038535	0.525630	0.525060	0.051390	0.051667	0.100000	0.000000
578.114409	577.997715	0.050000	0.050000	0.000000	0.000000	0.781977	0.605794	-0.038532	0.525368	0.525060	0.051842	0.051151	0.100000	0.000000
578.241448	578.054242	0.050000	0.050000	0.000000	0.000000	0.781314	0.589177	-0.038521	0.525703	0.525209	0.051793	0.051620	0.100000	0.000000
578.100856	578.061308	0.050000	0.050000	0.000000	0.000000	0.780161	0.590180	-0.038502	0.525332	0.525228	0.052035	0.051980	0.100000	0.000000
578.134663	578.086844	0.050000	0.050000	0.000000	0.000000	0.779666	0.591048	-0.038503	0.525421	0.525295	0.051786	0.052094	0.100000	0.000000
578.317845	578.359220	0.050000	0.050000	0.000000	0.000000	0.783176	0.611120	-0.038522	0.525905	0.526014	0.051795	0.051736	0.100000	0.000000
578.239933	578.124815	0.050000	0.050000	0.000000	0.000000	0.781309	0.594254	-0.038499	0.525699	0.525395	0.051810	0.052410	0.100000	0.000000
578.033171	578.059145	0.050000	0.050000	0.000000	0.000000	0.782119	0.610083	-0.038500	0.525153	0.525222	0.051963	0.052288	0.100000	0.000000
578.141088	578.147219	0.050000	0.050000	0.000000	0.000000	0.779993	0.595636	-0.038494	0.525438	0.525454	0.052040	0.052270	0.100000	0.000000
578.144951	578.071844	0.050000	0.050000	0.000000	0.000000	0.779609	0.596211	-0.038493	0.525448	0.525256	0.052170	0.052124	0.100000	0.000000
578.125593	578.034064	0.050000	0.050000	0.000000	0.000000	0.782957	0.593755	-0.038524	0.525397	0.525156	0.051770	0.051669	0.100000	0.000000
578.081162	578.055155	0.050000	0.050000	0.000000	0.000000	0.786433	0.603537	-0.038532	0.525280	0.525211	0.051597	0.051862	0.100000	0.000000
578.002014	578.164725	0.050000	0.050000	0.000000	0.000000	0.780738	0.585341	-0.038525	0.525071	0.525501	0.051505	0.051636	0.100000	0.000000
578.134985	578.170972	0.050000	0.050000	0.000000	0.000000	0.780184	0.608681	-0.038529	0.525422	0.525517	0.051243	0.051680	0.100000	0.000000
578.215650	578.335787	0.050000	0.050000	0.000000	0.000000	0.782156	0.615045	-0.038534	0.525635	0.525952	0.051562	0.051349	0.100000	0.000000
578.232315	578.417833	0.050000	0.050000	0.000000	0.000000	0.778899	0.617717	-0.038516	0.525679	0.526168	0.052060	0.051180	0.100000	0.000000
578.438541	578.361229	0.050000	0.050000	0.000000	0.000000	0.774747	0.612079	-0.038526	0.526223	0.526019	0.051930	0.050482	0.100000	0.000000
578.547369	578.332247	0.050000	0.050000	0.000000	0.000000	0.781749	0.612098	-0.038529	0.526510	0.525943	0.052000	0.051055	0.100000	0.000000
578.581761	578.507548	0.050000	0.050000	0.000000	0.000000	0.784987	0.628432	-0.038531	0.526601	0.526405	0.052185	0.051135	0.100000	0.000000
578.332441	578.479832	0.050000	0.050000	0.000000	0.000000	0.784305	0.631924	-0.038537	0.525943	0.526332	0.051737	0.051265	0.100000	0.000000
578.231897	578.559863	0.050000	0.050000	0.000000	0.000000	0.788216	0.635677	-0.038533	0.525678	0.526543	0.051872	0.051717	0.100000	0.000000
578.158120	578.500104	0.050000	0.050000	0.000000	0.000000	0.785411	0.636059	-0.038526	0.525483	0.526385	0.051545	0.052033	0.100000	0.000000
578.536803	578.591945	0.050000	0.050000	0.000000	0.000000	0.782511	0.603462	-0.038517	0.526482	0.526628	0.051353	0.052264	0.100000	0.000000
578.600047	578.520875	0.050000	0.050000	0.000000	0.000000	0.782784	0.597985	-0.038515	0.526649	0.526440	0.051786	0.051970	0.100000	0.000000
578.557411	578.480879	0.050000	0.050000	0.000000	0.000000	0.780658	0.609580	-0.038527	0.526537	0.526335	0.051384	0.051649	0.100000	0.000000
578.591338	578.673166	0.050000	0.050000	0.000000	0.000000	0.777219	0.604321	-0.038523	0.526626	0.526842	0.051329	0.051594	0.100000	0.000000
578.804096	578.536294	0.050000	0.050000	0.000000	0.000000	0.781507	0.606627	-0.038547	0.527188	0.526481	0.051078	0.051368	0.100000	0.000000
