nc	hx	hy	theta_x	theta_y	gx	gy	BURNIN	MAX_ITER	simulation_type	simulation_method	store_arrays	mx	my	varmx	varmy	MI	file
1000	-0.0050000000000000044	-0.0050000000000000044	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.15182705498841528	-0.15184741462855436	0.02102052906488569	0.021024384639436844	1.381969501440416	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_018.pkl
1000	0.022499999999999992	0.022499999999999992	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.4043663549394723	0.4040446646760581	0.008291422903979663	0.00834571813939768	0.5235254358460004	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_029.pkl
1000	0.015	0.015	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.3488979762713241	0.3487673452965628	0.010244427198673831	0.010243989224482095	0.6724272446397919	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_026.pkl
1000	0.0024999999999999953	0.0024999999999999953	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.15659657822876488	0.1566592431548993	0.025503444907857338	0.02548080497149378	1.3675304582778054	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_021.pkl
1000	0.0	0.0	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.06730894501004422	0.06734012132349472	0.029831171502204146	0.029833198687179013	1.5443319654082792	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_020.pkl
1000	-0.010000000000000002	-0.010000000000000002	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.2776220263445048	-0.2776315807751007	0.007079822836633131	0.007132236713540799	0.8307882186391389	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_016.pkl
1000	-0.015	-0.015	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.3327911646268104	-0.33295872887228656	0.004296596312479814	0.004265867453460291	0.6170752204808174	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_014.pkl
1000	-0.0025000000000000022	-0.0025000000000000022	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.039615247682470454	-0.03954425415557273	0.029121276926480116	0.029045812562606996	1.5878972814784582	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_019.pkl
1000	0.05	0.05	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.5309253357146146	0.5308195446128122	0.006037939911775291	0.0060989095122232105	0.30457226771033774	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_040.pkl
1000	0.045	0.045	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.5122353911534976	0.5123064932399943	0.006354553609722294	0.006382317637196742	0.33161488057116273	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_038.pkl
1000	0.012499999999999997	0.012499999999999997	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.32453708228893924	0.32454747311184495	0.011510042320609792	0.01145136669640476	0.7525503609286801	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_025.pkl
1000	-0.0075	-0.0075	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.22122416611994117	-0.22136066678067562	0.012216071688184631	0.012148437831488439	1.09009385011489	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_017.pkl
1000	0.0325	0.0325	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.45838369583521693	0.45909691703901306	0.0071076843006480485	0.007070303420889657	0.4083542644165661	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_033.pkl
1000	0.035	0.035	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.4700291650799991	0.4701794101099365	0.006838991924872156	0.0068330170829850245	0.3891968625463882	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_034.pkl
1000	-0.020000000000000004	-0.020000000000000004	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.37447269390009696	-0.3744744295154319	0.003271277454881347	0.003265822600821557	0.5050450788822811	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_012.pkl
1000	0.03	0.03	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.44630255104369143	0.4462589990233844	0.007572128790113609	0.007602349384714849	0.4545709425191262	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_032.pkl
1000	-0.045000000000000005	-0.045000000000000005	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.5071168355232553	-0.506913275346692	0.0014176633989018154	0.001408519826401258	0.22041954920688767	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_002.pkl
1000	-0.025	-0.025	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.40905103133047704	-0.4090920557891283	0.002490160442462482	0.0024744419561427786	0.40513881847304845	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_010.pkl
1000	0.0049999999999999975	0.0049999999999999975	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.22277123775466998	0.22253897772562892	0.017956365382842954	0.017937066132465377	1.091463620823152	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_022.pkl
1000	-0.012500000000000004	-0.012500000000000004	0.0	0.0	1	1	5000	50000	static	Schlogl	False	-0.302752006146615	-0.3029693825484427	0.005712571462074644	0.005680833533105673	0.7383452086858515	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_015.pkl
1000	0.042499999999999996	0.042499999999999996	0.0	0.0	1	1	5000	50000	static	Schlogl	False	0.5005550093887593	0.5008895647601361	0.006471969262213446	0.006442762230916415	0.3453980893262738	../AEData/Raw/Schlogl_nc1000_steadystate_sweeph/out_037.pkl
