nc	hx	hy	theta_x	theta_y	gx	gy	BURNIN	MAX_ITER	simulation_type	simulation_method	store_arrays	mx	my	varmx	varmy	MI	file
1000	-0.027500000000000004	-0.027500000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4284605553926973	-0.42846505363767473	0.0029907039401907824	0.002990062301402679	0.9107571485296972	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_018.pkl
1000	0.0049999999999999975	0.0049999999999999975	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.2019780676351097	0.2019688699201556	0.013099024533781223	0.01309772729407996	1.8226614516991546	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_044.pkl
1000	0.012499999999999997	0.012499999999999997	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3192238846388807	0.3192212238438938	0.005379585647289641	0.00537992001242633	1.2692933318074004	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_050.pkl
1000	0.018750000000000003	0.018750000000000003	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3730524937647376	0.37305545162472253	0.003926407754097599	0.003926059326912277	1.0756670201423688	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_055.pkl
1000	0.006249999999999999	0.006249999999999999	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.23112967500935155	0.23114679840426605	0.010480013632792048	0.010481579580305376	1.6790924138773082	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_045.pkl
1000	-0.013750000000000005	-0.013750000000000005	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.33164801391176013	-0.3316486965667566	0.0049712979260269205	0.0049691303662965655	1.2210729106439544	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_029.pkl
1000	-0.0175	-0.0175	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.36375253634623733	-0.3637412191062939	0.004121968914394965	0.004122020985433599	1.1055531376821524	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_026.pkl
1000	-0.023750000000000004	-0.023750000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4066405178667975	-0.40663644371181773	0.003313968765120488	0.0033129335926398054	0.9720200113993656	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_021.pkl
1000	-0.025	-0.025	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4141381163243094	-0.4141383077143083	0.0031932882928093894	0.0031934584626836003	0.9506949825473541	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_020.pkl
1000	-0.030000000000000002	-0.030000000000000002	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.44185741232571285	-0.4418564379157177	0.0028200029681299346	0.002820351130711031	0.8767797433775488	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_016.pkl
1000	-0.0325	-0.0325	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.45455600935721996	-0.4545646604471766	0.002669799341144215	0.002670728225074068	0.8445000606976247	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_014.pkl
1000	-0.026250000000000002	-0.026250000000000002	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.42150572427747124	-0.42150334525248345	0.0030838465903045144	0.0030840600649304105	0.9297992281549252	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_019.pkl
1000	0.0	0.0	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.0009807555250962424	-0.0009700465951498245	0.026249102263279724	0.02624797163802886	2.340773571911182	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_040.pkl
1000	-0.0025000000000000022	-0.0025000000000000022	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.12008796248456019	-0.12008765614956178	0.02078109937729081	0.020779855770040188	2.1509206958698712	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_038.pkl
1000	0.03	0.03	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4419122136104388	0.4419064123454682	0.002820931773825316	0.002820976167460205	0.8765224380856118	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_064.pkl
1000	-0.018750000000000003	-0.018750000000000003	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.3730665821046671	-0.37306141202969295	0.003922777332104335	0.003923459276555281	1.0749034449680082	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_025.pkl
1000	-0.02875	-0.02875	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4353851360230743	-0.43537604161811966	0.0029020201868678558	0.002902234442629444	0.8935052339591412	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_017.pkl
1000	-0.00875	-0.00875	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.27402061639489694	-0.27403212413483935	0.0074443328817576405	0.007443633387706708	1.4682871798257686	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_033.pkl
1000	0.05	0.05	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.5275683121871586	0.527554425657228	0.002027813597726636	0.0020277795827495864	0.6887074306060512	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_080.pkl
1000	-0.0075	-0.0075	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.25443138535784304	-0.2544259873828701	0.00871354328990425	0.0087175194090961	1.564654349540458	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_034.pkl
1000	-0.035	-0.035	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4664202326978989	-0.46641067855794655	0.0025483065967672157	0.002546693945457693	0.8171632450327646	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_012.pkl
1000	0.028749999999999998	0.028749999999999998	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.43529612170851917	0.43529445622852747	0.0028988635021296796	0.002898923309785081	0.8923474831559126	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_063.pkl
1000	-0.010000000000000002	-0.010000000000000002	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.29065183979674075	-0.2906505670517472	0.006572673836733913	0.006573254755187838	1.391408409051703	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_032.pkl
1000	0.03874999999999999	0.03874999999999999	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4832137698339311	0.4832280597688598	0.002382023259972688	0.0023805368329286574	0.7785188711558213	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_071.pkl
1000	0.024999999999999994	0.024999999999999994	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4142237846688813	0.4142264250588676	0.003193239154104842	0.0031939714665035718	0.9501191457088041	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_060.pkl
1000	0.023749999999999993	0.023749999999999993	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4066443830717783	0.40665467123672694	0.0033160101385188755	0.003315771118280012	0.9726529841926919	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_059.pkl
1000	-0.0475	-0.0475	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.5182588941087056	-0.5182560261237198	0.0020939968131501517	0.0020930180055335223	0.7057998735478979	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_002.pkl
1000	0.0037499999999999964	0.0037499999999999964	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.16618229871408835	0.16617205143914	0.016547877558704467	0.016547462837244384	1.9821535888244401	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_043.pkl
1000	-0.037500000000000006	-0.037500000000000006	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.47773658230131705	-0.4777136586464318	0.0024365762691027485	0.0024360517268536496	0.7918156263109282	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_010.pkl
1000	0.04875	0.04875	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.5229987132650062	0.5229936008100321	0.002055706716681365	0.002054485600407235	0.6959167869661318	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_079.pkl
1000	0.0475	0.0475	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.5183368545383159	0.5183498476182508	0.0020922789401970803	0.0020927731236494145	0.7060503762607979	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_078.pkl
1000	-0.022500000000000003	-0.022500000000000003	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.39887043755564766	-0.3988899779555502	0.003428364770925953	0.003428788551150821	0.9927631056374455	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_022.pkl
1000	0.03375	0.03375	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4605551895822241	0.4605640008421799	0.0026093099249145015	0.002609033067568205	0.8306041028451983	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_067.pkl
1000	0.013749999999999998	0.013749999999999998	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.33167541271662276	0.33166550745667267	0.004988780511176679	0.004989660315264016	1.2230816419266155	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_051.pkl
1000	0.0325	0.0325	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4545002490124987	0.4545059761724701	0.002674930160144344	0.0026751606109212153	0.8454173575082553	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_066.pkl
1000	-0.03125	-0.03125	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4483160276684199	-0.44830594226347037	0.0027407484843585406	0.0027413401057192243	0.8599913963500203	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_015.pkl
1000	-0.0037500000000000033	-0.0037500000000000033	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.1661224924643875	-0.16611745284441282	0.016535725019172533	0.016538166269033566	1.9817125902019725	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_037.pkl
1000	-0.012500000000000004	-0.012500000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.31913744491431273	-0.3191335795643322	0.005379800679341424	0.005379006751810026	1.2693038591650474	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_030.pkl
1000	0.009999999999999995	0.009999999999999995	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.2907930619460349	0.29079602750101957	0.006564406850254163	0.0065651251217247915	1.3909891587491892	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_048.pkl
1000	0.0075	0.0075	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.25411609011441966	0.25412218877938925	0.008754521721967263	0.00875730315100518	1.567073885656363	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_046.pkl
1000	0.037500000000000006	0.037500000000000006	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.47764074758679637	0.4776460478867698	0.002435980277217459	0.0024360180514957754	0.7916825304653958	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_070.pkl
1000	-0.0050000000000000044	-0.0050000000000000044	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.2023432206732839	-0.2023445230282773	0.013013683294315473	0.01301580012449331	1.8179529192287411	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_036.pkl
1000	-0.04125	-0.04125	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.49371986033640075	-0.49371648984641764	0.002288711318089976	0.0022887709673236533	0.7560092013333932	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_007.pkl
1000	0.020000000000000004	0.020000000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3820455340997723	0.38205403903472984	0.0037364279543138108	0.0037355718052198643	1.0456233163563908	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_056.pkl
1000	0.04625	0.04625	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.5135640572171797	0.513560184052199	0.002128740111210849	0.0021299285781215876	0.7156942370962138	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_077.pkl
1000	0.026249999999999996	0.026249999999999996	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.42147589668262025	0.42148664230756683	0.003089381427035667	0.003087968793753069	0.9303883920157361	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_061.pkl
1000	-0.0012500000000000011	-0.0012500000000000011	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.06403021263484902	-0.06402534009987312	0.024624549641949125	0.024627094624953695	2.287518461095953	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_039.pkl
1000	0.036250000000000004	0.036250000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.47216343509918285	0.4721528766092358	0.0024903210780359807	0.0024902068900107405	0.8041057149162913	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_069.pkl
1000	0.011249999999999996	0.011249999999999996	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.30565951882670195	0.3056535341817325	0.005912184911665274	0.005911405184668722	1.3267612913796683	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_049.pkl
1000	0.039999999999999994	0.039999999999999994	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.48848010571759937	0.488482767462586	0.002331296693352051	0.0023311911236657762	0.7662544413578303	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_072.pkl
1000	-0.0425	-0.0425	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.49880831677095844	-0.4988030633109847	0.002250215295998438	0.0022503674329484346	0.7463966158134863	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_006.pkl
1000	0.045	0.045	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.5088012117409939	0.5087873918760631	0.002163456548340153	0.0021643099800287744	0.7246085959613495	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_076.pkl
1000	0.027499999999999997	0.027499999999999997	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.42852972316735166	0.42852992297235026	0.0029910898926882074	0.0029898206658482084	0.9111871679599979	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_062.pkl
1000	0.00875	0.00875	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.2738766147706169	0.2738872239405639	0.00747458585396246	0.007474168093319749	1.4701616953472865	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_047.pkl
1000	0.035	0.035	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.46635286954323557	0.4663506268982469	0.0025459474712004886	0.0025456753948489203	0.8171222398406286	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_068.pkl
1000	-0.05	-0.05	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.5275326174723369	-0.5275304884273475	0.0020267537083179924	0.002027186095961166	0.6880842962379745	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_000.pkl
1000	0.022499999999999992	0.022499999999999992	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.39883857370080705	0.3988348783958254	0.0034379117526805495	0.0034373058962842915	0.9945514584782664	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_058.pkl
1000	0.0175	0.0175	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.36376601414117	0.36376530365117354	0.004117580672269687	0.004117776628934313	1.105042647448295	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_054.pkl
1000	0.03125	0.03125	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.44832753469836234	0.4483181350484092	0.002743372912164312	0.002743380066044163	0.860559072508849	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_065.pkl
1000	0.042499999999999996	0.042499999999999996	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.4988974198155129	0.4989051545554744	0.00224926463774452	0.002248923933021724	0.7459878287933321	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_074.pkl
1000	-0.04625	-0.04625	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.5135672989621635	-0.51355802828721	0.0021264732410285797	0.002127337604152446	0.7149643652045263	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_003.pkl
1000	-0.015	-0.015	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.3430010267299947	-0.34300162652499183	0.004643460608088295	0.004643891014739988	1.1791364602299215	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_028.pkl
1000	-0.02125	-0.02125	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.3906369056968155	-0.3906449499817753	0.0035850088702262146	0.0035840907056135475	1.020096158862179	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_023.pkl
1000	0.041249999999999995	0.041249999999999995	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.49375891146620554	0.49375429688122857	0.0022902914517824538	0.0022905501904138363	0.7565619361127727	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_073.pkl
1000	-0.006249999999999999	-0.006249999999999999	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.23117492972412537	-0.2311638142241809	0.010447193771450548	0.010450291173763341	1.6778555122163912	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_035.pkl
1000	0.0024999999999999953	0.0024999999999999953	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.11925758927371202	0.11925987511370068	0.020901245844054735	0.02090350931090256	2.155284518124965	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_042.pkl
1000	-0.036250000000000004	-0.036250000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4721813138790933	-0.47218126324409365	0.002488141213986208	0.0024900854885607842	0.8035854131569611	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_011.pkl
1000	-0.03875000000000001	-0.03875000000000001	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.48322439322887806	-0.48320782161396086	0.002380463885076286	0.002382305827539996	0.778386254568737	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_009.pkl
1000	0.04375	0.04375	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.5039243170103784	0.5039318602303411	0.0022039151684259996	0.00220301573568536	0.7343850385791928	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_075.pkl
1000	0.021250000000000005	0.021250000000000005	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3907327615513361	0.3907254636513726	0.0035743742932395546	0.0035750773026279638	1.0184451743180318	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_057.pkl
1000	0.01625	0.01625	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3536726878116367	0.3536818409665907	0.004364555519027635	0.004363646306885639	1.1403235422726876	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_053.pkl
1000	0.015	0.015	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3430138790899305	0.3430026349949869	0.004647040898806183	0.0046468310842474455	1.1795268302863153	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_052.pkl
1000	-0.020000000000000004	-0.020000000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.38210024533949877	-0.38209353578453215	0.003740838826307794	0.0037404306018295466	1.0459343828479764	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_024.pkl
1000	0.0012500000000000011	0.0012500000000000011	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.06384391105078066	0.06385290763573562	0.024624086887638782	0.02462520877756481	2.286911542255048	../AEData/Raw/Landau_nc1000_steadystate_sweeph_betaover2/out_041.pkl
